LastName,FirstName,Email,StudentID,CanvasId,Team
Team1,Person1,Team1Person1@ucdavis.edu,1,1001,1
Team1,Person2,Team1Person2@ucdavis.edu,2,1002,1
Team1,Person3,Team1Person3@ucdavis.edu,3,1003,1
Team1,Person4,Team1Person4@ucdavis.edu,4,1004,1
Team1,Person5,Team1Person5@ucdavis.edu,5,1005,1
Team2,Person1,Team2Person1@ucdavis.edu,6,1006,2
Team2,Person2,Team2Person2@ucdavis.edu,7,1007,2
Team2,Person3,Team2Person3@ucdavis.edu,8,1008,2
Team2,Person4,Team2Person4@ucdavis.edu,9,1009,2
Team3,Person1,Team3Person1@ucdavis.edu,10,1010,3
Team3,Person2,Team3Person2@ucdavis.edu,11,1011,3
Team3,Person3,Team3Person3@ucdavis.edu,12,1012,3
Team3,Person4,Team3Person4@ucdavis.edu,13,1013,3
Team4,Person1,Team4Person1@ucdavis.edu,14,1014,4
Team4,Person2,Team4Person2@ucdavis.edu,15,1015,4
Team4,Person3,Team4Person3@ucdavis.edu,16,1016,4
Team4,Person4,Team4Person4@ucdavis.edu,17,1017,4
Team4,Person5,Team4Person5@ucdavis.edu,18,1018,4
Team5,Person1,Team5Person1@ucdavis.edu,19,1019,5
Team5,Person2,Team5Person2@ucdavis.edu,20,1020,5
Team5,Person3,Team5Person3@ucdavis.edu,21,1021,5
Team5,Person4,Team5Person4@ucdavis.edu,22,1022,5
Team6,Person1,Team6Person1@ucdavis.edu,23,1023,6
Team6,Person2,Team6Person2@ucdavis.edu,24,1024,6
Team6,Person3,Team6Person3@ucdavis.edu,25,1025,6
Team6,Person4,Team6Person4@ucdavis.edu,26,1026,6
Team6,Person5,Team6Person5@ucdavis.edu,27,1027,6
