LastName,FirstName,Email,StudentID,CanvasId,Team
Team1,Person1,Team1Person1@ucdavis.edu,0,1001,1
Team1,Person2,Team1Person2@ucdavis.edu,0,1002,1
Team1,Person3,Team1Person3@ucdavis.edu,0,1003,1
Team1,Person4,Team1Person4@ucdavis.edu,0,1004,1
Team1,Person5,Team1Person5@ucdavis.edu,0,1005,1
Team2,Person1,Team2Person1@ucdavis.edu,0,1006,2
Team2,Person2,Team2Person2@ucdavis.edu,0,1007,2
Team2,Person3,Team2Person3@ucdavis.edu,0,1008,2
Team2,Person4,Team2Person4@ucdavis.edu,0,1009,2
Team2,Person5,Team2Person5@ucdavis.edu,0,1010,2
Team3,Person1,Team3Person1@ucdavis.edu,0,1011,3
Team3,Person2,Team3Person2@ucdavis.edu,0,1012,3
Team3,Person3,Team3Person3@ucdavis.edu,0,1013,3
Team3,Person4,Team3Person4@ucdavis.edu,0,1014,3
Team3,Person5,Team3Person5@ucdavis.edu,0,1015,3
Team4,Person1,Team4Person1@ucdavis.edu,0,1016,4
Team4,Person2,Team4Person2@ucdavis.edu,0,1017,4
Team4,Person3,Team4Person3@ucdavis.edu,0,1018,4
Team4,Person4,Team4Person4@ucdavis.edu,0,1019,4
Team4,Person5,Team4Person5@ucdavis.edu,0,1020,4
Team5,Person1,Team5Person1@ucdavis.edu,0,1021,5
Team5,Person2,Team5Person2@ucdavis.edu,0,1022,5
Team5,Person3,Team5Person3@ucdavis.edu,0,1023,5
Team5,Person4,Team5Person4@ucdavis.edu,0,1024,5
Team5,Person5,Team5Person5@ucdavis.edu,0,1025,5
Team6,Person1,Team6Person1@ucdavis.edu,0,1026,6
Team6,Person2,Team6Person2@ucdavis.edu,0,1027,6
Team6,Person3,Team6Person3@ucdavis.edu,0,1028,6
Team6,Person4,Team6Person4@ucdavis.edu,0,1029,6
Team6,Person5,Team6Person5@ucdavis.edu,0,1030,6
Team7,Person1,Team7Person1@ucdavis.edu,0,1031,7
Team7,Person2,Team7Person2@ucdavis.edu,0,1032,7
Team7,Person3,Team7Person3@ucdavis.edu,0,1033,7
Team7,Person4,Team7Person4@ucdavis.edu,0,1034,7
Team7,Person5,Team7Person5@ucdavis.edu,0,1035,7
Team8,Person1,Team8Person1@ucdavis.edu,0,1036,8
Team8,Person2,Team8Person2@ucdavis.edu,0,1037,8
Team8,Person3,Team8Person3@ucdavis.edu,0,1038,8
Team8,Person4,Team8Person4@ucdavis.edu,0,1039,8
Team8,Person5,Team8Person5@ucdavis.edu,0,1040,8
Team9,Person1,Team9Person1@ucdavis.edu,0,1041,9
Team9,Person2,Team9Person2@ucdavis.edu,0,1042,9
Team9,Person3,Team9Person3@ucdavis.edu,0,1043,9
Team9,Person4,Team9Person4@ucdavis.edu,0,1044,9
Team9,Person5,Team9Person5@ucdavis.edu,0,1045,9
Team10,Person1,Team10Person1@ucdavis.edu,0,1046,10
Team10,Person2,Team10Person2@ucdavis.edu,0,1047,10
Team10,Person3,Team10Person3@ucdavis.edu,0,1048,10
Team10,Person4,Team10Person4@ucdavis.edu,0,1049,10
Team10,Person5,Team10Person5@ucdavis.edu,0,1050,10
Team11,Person1,Team11Person1@ucdavis.edu,0,1051,11
Team11,Person2,Team11Person2@ucdavis.edu,0,1052,11
Team11,Person3,Team11Person3@ucdavis.edu,0,1053,11
Team11,Person4,Team11Person4@ucdavis.edu,0,1054,11
Team11,Person5,Team11Person5@ucdavis.edu,0,1055,11
Team12,Person1,Team12Person1@ucdavis.edu,0,1056,12
Team12,Person2,Team12Person2@ucdavis.edu,0,1057,12
Team12,Person3,Team12Person3@ucdavis.edu,0,1058,12
Team12,Person4,Team12Person4@ucdavis.edu,0,1059,12
Team12,Person5,Team12Person5@ucdavis.edu,0,1060,12
Team13,Person1,Team13Person1@ucdavis.edu,0,1061,13
Team13,Person2,Team13Person2@ucdavis.edu,0,1062,13
Team13,Person3,Team13Person3@ucdavis.edu,0,1063,13
Team13,Person4,Team13Person4@ucdavis.edu,0,1064,13
Team13,Person5,Team13Person5@ucdavis.edu,0,1065,13
Team14,Person1,Team14Person1@ucdavis.edu,0,1066,14
Team14,Person2,Team14Person2@ucdavis.edu,0,1067,14
Team14,Person3,Team14Person3@ucdavis.edu,0,1068,14
Team14,Person4,Team14Person4@ucdavis.edu,0,1069,14
Team14,Person5,Team14Person5@ucdavis.edu,0,1070,14
Team15,Person1,Team15Person1@ucdavis.edu,0,1071,15
Team15,Person2,Team15Person2@ucdavis.edu,0,1072,15
Team15,Person3,Team15Person3@ucdavis.edu,0,1073,15
Team15,Person4,Team15Person4@ucdavis.edu,0,1074,15
Team15,Person5,Team15Person5@ucdavis.edu,0,1075,15
Team16,Person1,Team16Person1@ucdavis.edu,0,1076,16
Team16,Person2,Team16Person2@ucdavis.edu,0,1077,16
Team16,Person3,Team16Person3@ucdavis.edu,0,1078,16
Team16,Person4,Team16Person4@ucdavis.edu,0,1079,16
Team16,Person5,Team16Person5@ucdavis.edu,0,1080,16
Team17,Person1,Team17Person1@ucdavis.edu,0,1081,17
Team17,Person2,Team17Person2@ucdavis.edu,0,1082,17
Team17,Person3,Team17Person3@ucdavis.edu,0,1083,17
Team17,Person4,Team17Person4@ucdavis.edu,0,1084,17
Team17,Person5,Team17Person5@ucdavis.edu,0,1085,17
Team18,Person1,Team18Person1@ucdavis.edu,0,1086,18
Team18,Person2,Team18Person2@ucdavis.edu,0,1087,18
Team18,Person3,Team18Person3@ucdavis.edu,0,1088,18
Team18,Person4,Team18Person4@ucdavis.edu,0,1089,18
Team18,Person5,Team18Person5@ucdavis.edu,0,1090,18
Team19,Person1,Team19Person1@ucdavis.edu,0,1091,19
Team19,Person2,Team19Person2@ucdavis.edu,0,1092,19
Team19,Person3,Team19Person3@ucdavis.edu,0,1093,19
Team19,Person4,Team19Person4@ucdavis.edu,0,1094,19
Team19,Person5,Team19Person5@ucdavis.edu,0,1095,19
Team20,Person1,Team20Person1@ucdavis.edu,0,1096,20
Team20,Person2,Team20Person2@ucdavis.edu,0,1097,20
Team20,Person3,Team20Person3@ucdavis.edu,0,1098,20
Team20,Person4,Team20Person4@ucdavis.edu,0,1099,20
Team20,Person5,Team20Person5@ucdavis.edu,0,1100,20
Team21,Person1,Team21Person1@ucdavis.edu,0,1101,21
Team21,Person2,Team21Person2@ucdavis.edu,0,1102,21
Team21,Person3,Team21Person3@ucdavis.edu,0,1103,21
Team21,Person4,Team21Person4@ucdavis.edu,0,1104,21
Team21,Person5,Team21Person5@ucdavis.edu,0,1105,21
Team22,Person1,Team22Person1@ucdavis.edu,0,1106,22
Team22,Person2,Team22Person2@ucdavis.edu,0,1107,22
Team22,Person3,Team22Person3@ucdavis.edu,0,1108,22
Team22,Person4,Team22Person4@ucdavis.edu,0,1109,22
Team22,Person5,Team22Person5@ucdavis.edu,0,1110,22
Team23,Person1,Team23Person1@ucdavis.edu,0,1111,23
Team23,Person2,Team23Person2@ucdavis.edu,0,1112,23
Team23,Person3,Team23Person3@ucdavis.edu,0,1113,23
Team23,Person4,Team23Person4@ucdavis.edu,0,1114,23
Team23,Person5,Team23Person5@ucdavis.edu,0,1115,23
Team24,Person1,Team24Person1@ucdavis.edu,0,1116,24
Team24,Person2,Team24Person2@ucdavis.edu,0,1117,24
Team24,Person3,Team24Person3@ucdavis.edu,0,1118,24
Team24,Person4,Team24Person4@ucdavis.edu,0,1119,24
Team24,Person5,Team24Person5@ucdavis.edu,0,1120,24
Team25,Person1,Team25Person1@ucdavis.edu,0,1121,25
Team25,Person2,Team25Person2@ucdavis.edu,0,1122,25
Team25,Person3,Team25Person3@ucdavis.edu,0,1123,25
Team25,Person4,Team25Person4@ucdavis.edu,0,1124,25
Team25,Person5,Team25Person5@ucdavis.edu,0,1125,25
Team26,Person1,Team26Person1@ucdavis.edu,0,1126,26
Team26,Person2,Team26Person2@ucdavis.edu,0,1127,26
Team26,Person3,Team26Person3@ucdavis.edu,0,1128,26
Team26,Person4,Team26Person4@ucdavis.edu,0,1129,26
Team26,Person5,Team26Person5@ucdavis.edu,0,1130,26
Team27,Person1,Team27Person1@ucdavis.edu,0,1131,27
Team27,Person2,Team27Person2@ucdavis.edu,0,1132,27
Team27,Person3,Team27Person3@ucdavis.edu,0,1133,27
Team27,Person4,Team27Person4@ucdavis.edu,0,1134,27
Team27,Person5,Team27Person5@ucdavis.edu,0,1135,27
Team28,Person1,Team28Person1@ucdavis.edu,0,1136,28
Team28,Person2,Team28Person2@ucdavis.edu,0,1137,28
Team28,Person3,Team28Person3@ucdavis.edu,0,1138,28
Team28,Person4,Team28Person4@ucdavis.edu,0,1139,28
Team28,Person5,Team28Person5@ucdavis.edu,0,1140,28
Team29,Person1,Team29Person1@ucdavis.edu,0,1141,29
Team29,Person2,Team29Person2@ucdavis.edu,0,1142,29
Team29,Person3,Team29Person3@ucdavis.edu,0,1143,29
Team29,Person4,Team29Person4@ucdavis.edu,0,1144,29
Team29,Person5,Team29Person5@ucdavis.edu,0,1145,29
Team30,Person1,Team30Person1@ucdavis.edu,0,1146,30
Team30,Person2,Team30Person2@ucdavis.edu,0,1147,30
Team30,Person3,Team30Person3@ucdavis.edu,0,1148,30
Team30,Person4,Team30Person4@ucdavis.edu,0,1149,30
Team30,Person5,Team30Person5@ucdavis.edu,0,1150,30
Team31,Person1,Team31Person1@ucdavis.edu,0,1151,31
Team31,Person2,Team31Person2@ucdavis.edu,0,1152,31
Team31,Person3,Team31Person3@ucdavis.edu,0,1153,31
Team31,Person4,Team31Person4@ucdavis.edu,0,1154,31
Team31,Person5,Team31Person5@ucdavis.edu,0,1155,31
Team32,Person1,Team32Person1@ucdavis.edu,0,1156,32
Team32,Person2,Team32Person2@ucdavis.edu,0,1157,32
Team32,Person3,Team32Person3@ucdavis.edu,0,1158,32
Team32,Person4,Team32Person4@ucdavis.edu,0,1159,32
Team32,Person5,Team32Person5@ucdavis.edu,0,1160,32
Team33,Person1,Team33Person1@ucdavis.edu,0,1161,33
Team33,Person2,Team33Person2@ucdavis.edu,0,1162,33
Team33,Person3,Team33Person3@ucdavis.edu,0,1163,33
Team33,Person4,Team33Person4@ucdavis.edu,0,1164,33
Team33,Person5,Team33Person5@ucdavis.edu,0,1165,33
Team34,Person1,Team34Person1@ucdavis.edu,0,1166,34
Team34,Person2,Team34Person2@ucdavis.edu,0,1167,34
Team34,Person3,Team34Person3@ucdavis.edu,0,1168,34
Team34,Person4,Team34Person4@ucdavis.edu,0,1169,34
Team34,Person5,Team34Person5@ucdavis.edu,0,1170,34
Team35,Person1,Team35Person1@ucdavis.edu,0,1171,35
Team35,Person2,Team35Person2@ucdavis.edu,0,1172,35
Team35,Person3,Team35Person3@ucdavis.edu,0,1173,35
Team35,Person4,Team35Person4@ucdavis.edu,0,1174,35
Team35,Person5,Team35Person5@ucdavis.edu,0,1175,35
